cv_seed,num_folds,fold_monitor_loss_mean,fold_monitor_loss_std,fold_val_c_index_mean,fold_val_c_index_std,fold_val_rec_auc_mean,fold_val_rec_auc_std,fold_val_loc_acc_mean,fold_val_loc_acc_std,oof_c_index,oof_rec_auc,oof_loc_acc
2024,3,2.6118152141571045,0.015429150313138962,0.5818375945091248,0.03666955977678299,0.6240597367286682,0.04253032058477402,0.3819444477558136,0.08391004055738449,0.5536901408450704,0.6020892687559354,0.3888888888888889
2025,3,2.631561279296875,0.09741511940956116,0.5121030807495117,0.05261142924427986,0.5618826746940613,0.053494833409786224,0.3819444477558136,0.1321270614862442,0.5168450704225352,0.5478395061728395,0.37037037037037035
2026,3,2.5475616455078125,0.09651771187782288,0.5127570033073425,0.05184907838702202,0.5424589514732361,0.04150105640292168,0.37962961196899414,0.10227186232805252,0.5216901408450704,0.5500949667616334,0.37037037037037035
